id,num_orders
1028232,94.0
1127204,94.0
1212707,94.0
1082698,94.0
1400926,95.0
1284113,92.0
1197966,94.0
1132739,95.0
1057981,94.0
1095932,736.0
1454421,448.0
1149765,422.0
1166964,447.0
1010949,427.0
1409575,447.0
1181616,427.0
1456020,448.0
1264395,422.0
1472931,415.0
1412015,525.0
1461229,525.0
1014564,495.0
1485914,495.0
1345389,508.0
1006833,508.0
1174921,495.0
1175393,523.0
1152412,495.0
1497398,495.0
1363486,642.0
1366766,632.0
1192413,632.0
1319547,976.0
1337684,495.0
1479766,632.0
1460444,642.0
1139730,632.0
1115056,653.0
1335827,670.0
1385333,232.0
1096323,265.0
1230693,264.0
1027016,269.0
1181520,268.0
1306234,269.0
1271440,235.0
1269834,241.0
1176823,266.0
1193098,275.0
1034878,1212.0
1010243,1205.0
1451807,1206.0
1016845,1206.0
1198021,1205.0
1413802,890.0
1231223,826.0
1274226,826.0
1425142,876.0
1211593,1193.0
1419190,472.0
1180223,472.0
1194932,476.0
1323477,500.0
1371595,471.0
1171521,471.0
1052384,472.0
1060921,472.0
1261811,472.0
1246502,472.0
1497466,680.0
1232717,659.0
1136112,660.0
1196334,633.0
1349533,680.0
1463406,680.0
1447686,680.0
1336105,680.0
1012855,660.0
1180646,659.0
1062490,315.0
1098228,329.0
1101375,302.0
1400016,315.0
1439889,312.0
1408468,323.0
1044490,323.0
1290002,329.0
1190633,328.0
1040430,329.0
1049366,210.0
1224120,206.0
1293810,212.0
1197335,208.0
1323989,212.0
1129467,215.0
1229328,212.0
1164395,202.0
1217722,210.0
1171266,213.0
1024905,361.0
1343027,356.0
1141892,354.0
1302404,362.0
1170447,367.0
1140772,365.0
1103484,355.0
1387134,354.0
1117711,362.0
1472121,387.0
1289523,200.0
1091114,234.0
1043572,270.0
1103283,259.0
1265051,254.0
1168741,259.0
1052776,280.0
1206564,259.0
1302153,280.0
1083754,263.0
1097952,228.0
1251605,232.0
1333032,225.0
1086936,223.0
1088412,227.0
1236400,228.0
1244516,232.0
1380381,232.0
1495062,232.0
1439647,208.0
1019214,350.0
1316160,330.0
1022008,353.0
1138248,369.0
1052922,351.0
1181474,369.0
1046475,330.0
1216688,350.0
1067565,350.0
1008328,353.0
1430287,291.0
1406716,287.0
1105380,276.0
1248694,276.0
1252163,276.0
1443474,274.0
1033716,274.0
1300295,276.0
1311882,291.0
1257968,274.0
1226362,234.0
1030655,232.0
1210527,244.0
1278927,235.0
1232239,232.0
1133067,244.0
1382522,388.0
1219136,247.0
1498130,237.0
1251629,181.0
1032092,641.0
1249865,549.0
1207630,648.0
1144733,1034.0
1436768,1026.0
1148964,643.0
1237346,647.0
1206015,643.0
1105113,639.0
1430481,639.0
1001589,134.0
1224132,155.0
1074380,136.0
1097109,142.0
1211246,145.0
1390579,143.0
1473058,139.0
1186964,147.0
1222837,145.0
1342393,139.0
1170472,635.0
1170791,635.0
1046653,634.0
1195179,635.0
1332509,629.0
1438300,637.0
1435748,629.0
1052668,637.0
1227060,634.0
1342252,637.0
1143109,655.0
1394807,332.0
1448374,655.0
1028680,316.0
1079691,330.0
1402079,332.0
1424446,330.0
1133297,318.0
1076214,621.0
1173823,620.0
1488584,279.0
1072892,271.0
1277491,271.0
1290868,274.0
1048888,282.0
1138141,274.0
1473125,274.0
1196726,274.0
1179278,279.0
1282305,277.0
1359903,205.0
1355143,203.0
1095889,213.0
1250665,204.0
1426610,215.0
1390104,213.0
1051519,203.0
1337584,425.0
1332667,204.0
1075942,204.0
1109804,43.0
1316684,44.0
1248315,44.0
1113611,41.0
1110867,44.0
1247289,44.0
1022953,41.0
1160081,41.0
1120430,45.0
1487280,43.0
1020081,224.0
1329551,226.0
1137610,235.0
1072530,226.0
1115708,237.0
1203532,224.0
1494216,237.0
1116374,224.0
1032497,235.0
1413930,226.0
1136118,325.0
1254872,319.0
1398257,325.0
1364001,325.0
1369843,328.0
1379360,329.0
1442044,382.0
1285290,319.0
1129707,325.0
1086750,329.0
1147262,367.0
1025605,662.0
1414158,694.0
1082079,659.0
1467510,367.0
1374892,662.0
1171352,700.0
1213246,369.0
1279131,367.0
1256386,700.0
1234220,81.0
1008206,102.0
1267686,101.0
1470186,100.0
1233312,74.0
1279379,94.0
1431703,104.0
1339938,98.0
1010552,97.0
1237947,101.0
1175098,376.0
1066074,375.0
1045918,362.0
1226081,362.0
1148633,362.0
1441429,375.0
1291804,362.0
1305194,362.0
1327840,375.0
1320801,375.0
1467101,378.0
1473989,358.0
1466330,364.0
1390856,358.0
1120639,379.0
1279275,352.0
1166120,378.0
1128404,364.0
1252491,364.0
1328056,378.0
1452353,97.0
1353276,103.0
1297182,101.0
1469299,99.0
1129687,80.0
1362599,80.0
1245170,71.0
1098570,69.0
1452600,102.0
1194207,97.0
1023619,618.0
1254600,634.0
1157094,634.0
1165391,630.0
1131248,635.0
1383646,618.0
1288250,635.0
1476141,635.0
1401237,615.0
1383510,618.0
1433607,360.0
1098207,310.0
1453624,349.0
1089046,373.0
1306954,566.0
1413179,349.0
1379869,373.0
1037218,349.0
1247919,554.0
1097438,566.0
1441938,650.0
1060769,655.0
1409283,655.0
1397517,655.0
1220386,692.0
1297481,692.0
1309280,649.0
1013813,655.0
1087803,692.0
1256077,655.0
1328392,296.0
1197947,271.0
1134877,279.0
1149222,267.0
1321757,262.0
1364052,279.0
1346914,306.0
1343936,274.0
1284997,274.0
1443980,279.0
1272226,268.0
1267791,446.0
1049345,268.0
1300007,259.0
1220471,259.0
1486124,259.0
1183373,501.0
1076787,259.0
1218918,259.0
1351627,255.0
1333350,757.0
1312936,648.0
1477543,757.0
1408514,648.0
1256773,1169.0
1174904,748.0
1392815,750.0
1389126,1169.0
1074816,1169.0
1124612,638.0
1318251,519.0
1089252,479.0
1396463,519.0
1289632,500.0
1083889,519.0
1121896,492.0
1004866,519.0
1234436,479.0
1311318,803.0
1476647,519.0
1419834,173.0
1188670,275.0
1260238,173.0
1263791,276.0
1070835,285.0
1433069,173.0
1349084,276.0
1360259,166.0
1022475,262.0
1037167,173.0
1492031,238.0
1057541,237.0
1483675,224.0
1463966,239.0
1474096,238.0
1440771,224.0
1452763,230.0
1382621,238.0
1035365,224.0
1355984,238.0
1140520,254.0
1168148,269.0
1052343,267.0
1370827,255.0
1055728,267.0
1053449,257.0
1368579,241.0
1208370,270.0
1027455,257.0
1147326,255.0
1203029,96.0
1389643,113.0
1482071,121.0
1411487,108.0
1043533,112.0
1294351,112.0
1409427,96.0
1000264,112.0
1016463,117.0
1224218,117.0
1485114,252.0
1006410,264.0
1221242,265.0
1031339,250.0
1153545,265.0
1182144,250.0
1194788,250.0
1082828,255.0
1265773,473.0
1154515,466.0
1105986,458.0
1293017,251.0
1272587,269.0
1027143,499.0
1179146,448.0
1342337,505.0
1269746,458.0
1369030,268.0
1109605,255.0
1099603,261.0
1319113,241.0
1155697,232.0
1218892,257.0
1493357,241.0
1202597,241.0
1116108,257.0
1229780,195.0
1391127,204.0
1085957,232.0
1267409,257.0
1245159,255.0
1378973,259.0
1079844,265.0
1024089,270.0
1463712,269.0
1268331,270.0
1058344,255.0
1417277,259.0
1056035,293.0
1343254,255.0
1262833,599.0
1272751,617.0
1013213,617.0
1263405,596.0
1204818,601.0
1333742,607.0
1043262,462.0
1449237,618.0
1080908,595.0
1073524,596.0
1196482,332.0
1068138,618.0
1320427,649.0
1184166,316.0
1228572,332.0
1075131,332.0
1128915,316.0
1182843,621.0
1094044,655.0
1209858,620.0
1222963,399.0
1037477,404.0
1001694,389.0
1054299,372.0
1371044,404.0
1254718,371.0
1086268,401.0
1003757,384.0
1448276,404.0
1489645,404.0
1491279,237.0
1408337,310.0
1360068,310.0
1316400,270.0
1110618,270.0
1146271,297.0
1474849,297.0
1352055,270.0
1245977,281.0
1165288,309.0
1081099,519.0
1441467,519.0
1336838,479.0
1106150,519.0
1190084,519.0
1232610,420.0
1321845,492.0
1159511,492.0
1441739,762.0
1096623,786.0
1474925,195.0
1118719,194.0
1297074,206.0
1054861,195.0
1208736,195.0
1161439,199.0
1282737,195.0
1194305,206.0
1353044,205.0
1063225,199.0
1116078,304.0
1075416,307.0
1088172,305.0
1320248,305.0
1271591,307.0
1127237,324.0
1243020,324.0
1416839,305.0
