id,num_orders
1028232,325.1183567047119
1262649,321.26951599121094
1453211,325.2582492828369
1262599,314.1369113922119
1495848,317.2331027984619
1342607,324.2960910797119
1358429,317.4332981109619
1475006,313.5543918609619
1009709,324.4621067047119
1460444,732.8097686767578
1476535,491.567720413208
1297121,490.46546745300293
1141103,491.087495803833
1274933,487.2345733642578
1435122,490.95716667175293
1486477,490.53944206237793
1195364,491.161470413208
1301491,483.1681671142578
1059056,493.6911163330078
1098228,476.23357582092285
1080847,479.65729904174805
1064602,483.35051918029785
1093227,483.28801918029785
1177861,475.65423011779785
1259611,472.07073402404785
1274836,486.85247230529785
1030333,479.57502365112305
1249982,482.94182777404785
1188591,482.84807777404785
1316160,577.9745426177979
1419545,582.1508121490479
1062437,578.2125797271729
1181575,812.8868961334229
1143023,572.5199527740479
1278339,577.9650211334229
1282203,581.3783512115479
1080746,577.8400211334229
1296937,569.8068180084229
1210564,565.0819644927979
1390579,450.97356605529785
1436947,467.03069496154785
1045739,466.06731605529785
1318087,461.60564613342285
1223698,461.54119300842285
1436625,461.46502113342285
1383644,450.83953285217285
1045356,450.75066566467285
1121593,455.9741611480713
1114635,456.6098117828369
1332667,895.2036380767822
1039351,879.381591796875
1319273,891.0495853424072
1305518,883.1819095611572
1327143,887.033447265625
1272171,677.1817417144775
1223757,672.9484405517578
1090089,676.3150424957275
1128850,683.7614288330078
1446344,915.0978546142578
1237947,635.6189002990723
1452835,639.2522258758545
1029462,635.463794708252
1365321,631.403491973877
1377892,643.1972942352295
1378346,643.1347942352295
1261333,635.1814002990723
1427333,638.9516639709473
1157382,638.8891639709473
1168967,631.0585975646973
1306954,600.7260284423828
1342909,607.1933135986328
1244760,610.8849639892578
1431361,596.3947296142578
1276681,600.4447784423828
1148958,603.8681106567383
1184174,603.4503860473633
1323560,603.3878860473633
1066229,610.4474639892578
1025558,606.6308135986328
1083889,421.04094886779785
1378453,431.273229598999
1434331,420.65960121154785
1311554,430.7896785736084
1111904,430.7238521575928
1430955,436.67034339904785
1455829,435.42840003967285
1182896,430.835729598999
1205862,436.05755043029785
1215917,430.7074031829834
1409427,385.54070472717285
1100468,380.61077308654785
1411863,391.0766353607178
1010693,396.37664222717285
1004925,390.9237117767334
1265382,395.84148597717285
1239027,390.7830867767334
1462013,391.0601863861084
1464784,384.94695472717285
1440692,389.8941116333008
1268331,501.5876007080078
1030648,508.184326171875
1033468,507.0651264190674
1452010,511.9162139892578
1164883,496.4987335205078
1265395,512.5783233642578
1214244,507.1268005371094
1307226,501.6598663330078
1425834,511.5705108642578
1105463,495.6437530517578
1245977,383.5512180328369
1352817,382.7287082672119
1245183,384.5587863922119
1490092,378.1843776702881
1278462,385.6588840484619
1090267,378.00353050231934
1231613,372.2973117828369
